Age,Feed Intake,Weight NA,Weight,CFI
67,2.029,28,28,2.029
68,2.173,NA,28,4.202
69,1.919,NA,28,6.121
70,2.107,NA,28,8.228
71,1.827,NA,28,10.055
72,2.411,NA,28,12.466
73,2.459,NA,28,14.925
74,3.186,30,30,18.111
75,1.527,NA,30,19.638
76,2.723,NA,30,22.361
77,2.854,NA,30,25.215
78,1.764,NA,30,26.979
79,2.936,NA,30,29.915
80,3.013,NA,30,32.928
81,1.131,34,34,34.059
82,2.828,NA,34,36.887
83,1.796,NA,34,38.683
84,2.495,NA,34,41.178
85,2.525,NA,34,43.703
86,2.843,NA,34,46.546
87,3.12,NA,34,49.666
88,1.741,39,39,51.407
89,3.261,NA,39,54.668
90,2.967,NA,39,57.635
91,2.887,NA,39,60.522
92,2.348,NA,39,62.87
93,1.976,NA,39,64.846
94,2.998,NA,39,67.844
95,2.637,NA,39,70.481
96,3.067,NA,39,73.548
97,2.868,NA,39,76.416
98,3.016,NA,39,79.432
99,2.943,NA,39,82.375
100,3.065,NA,39,85.44
101,3.846,NA,39,89.286
102,3.624,51,51,92.91
103,4.023,NA,51,96.933
104,3.728,NA,51,100.661
105,1.974,NA,51,102.635
106,3.65,NA,51,106.285
107,3.516,NA,51,109.801
108,3.522,NA,51,113.323
109,3.017,53,53,116.34
110,2.7,NA,53,119.04
111,3.456,NA,53,122.496
112,3.61,NA,53,126.106
113,3.567,NA,53,129.673
114,2.215,NA,53,131.888
115,2.522,NA,53,134.41
116,1.758,56,56,136.168
117,1.535,NA,56,137.703
118,2.132,NA,56,139.835
119,1.845,NA,56,141.68
120,2.155,NA,56,143.835
121,3.02,NA,56,146.855
122,1.992,NA,56,148.847
123,2.09,61,61,150.937
124,3.069,NA,61,154.006
125,2.33,NA,61,156.336
126,3.105,NA,61,159.441
127,2.593,NA,61,162.034
128,1.868,NA,61,163.902
129,2.464,NA,61,166.366
130,2.359,NA,61,168.725
131,2.758,71,71,171.483
132,2.308,NA,71,173.791
133,2.61,NA,71,176.401
134,2.073,NA,71,178.474
135,2.007,NA,71,180.481
136,1.799,NA,71,182.28
137,2.872,NA,71,185.152
138,2.355,77,77,187.507
139,1.886,NA,77,189.393
140,3.446,NA,77,192.839
141,1.802,NA,77,194.641
142,2.879,NA,77,197.52
143,2.596,NA,77,200.116
144,1.908,81,81,202.024
145,2.489,NA,81,204.513
146,2.091,NA,81,206.604
147,2.649,NA,81,209.253
148,2.015,NA,81,211.268
149,2.4,NA,81,213.668
150,1.139,NA,81,214.807
151,3.106,84,84,217.913
152,1.15,NA,84,219.063
153,1.775,NA,84,220.838
154,2.229,NA,84,223.067
155,2.728,NA,84,225.795
156,2.755,NA,84,228.55
157,3.072,NA,84,231.622
158,1.882,93,93,233.504
159,2.221,NA,93,235.725
160,1.837,NA,93,237.562
161,3.02,NA,93,240.582
162,4.015,NA,93,244.597
163,3.222,NA,93,247.819
164,3.105,NA,93,250.924
165,2.641,100,100,253.565
166,2.125,NA,100,255.69
167,5.216,NA,100,260.906
168,3.133,NA,100,264.039
169,3.685,NA,100,267.724
170,3.538,NA,100,271.262
171,2.91,NA,100,274.172
172,3.322,110,110,277.494
173,2.816,NA,110,280.31
174,4.642,NA,110,284.952
175,2.822,NA,110,287.774
176,3.927,NA,110,291.701
178,2.659,NA,110,294.36
179,3.629,118,118,297.989
180,3.233,NA,118,301.222
181,0.275,NA,118,301.497
182,1.872,NA,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
,,,118,303.369
209,,,118,303.369
