Age,Feed Intake,Weight NA,Weight,CFI
67,2.162,21,21,2.162
68,1.794,NA,21,3.956
69,1.431,NA,21,5.387
70,2.318,NA,21,7.705
71,2.134,NA,21,9.839
72,1.934,NA,21,11.773
73,2.025,NA,21,13.798
74,2.395,24,24,16.193
75,2.031,NA,24,18.224
76,2.954,NA,24,21.178
77,2.622,NA,24,23.8
78,2.504,NA,24,26.304
79,2.444,NA,24,28.748
80,2.817,NA,24,31.565
81,2.601,28,28,34.166
82,1.955,NA,28,36.121
83,2.451,NA,28,38.572
84,2.591,NA,28,41.163
85,2.87,NA,28,44.033
86,3.087,NA,28,47.12
87,3.343,NA,28,50.463
88,2.709,32,32,53.172
89,3.21,NA,32,56.382
90,3.171,NA,32,59.553
91,3.421,NA,32,62.974
92,2.786,NA,32,65.76
93,3.214,NA,32,68.974
94,4.08,NA,32,73.054
95,1.793,34,34,74.847
96,3.695,NA,34,78.542
97,3.314,NA,34,81.856
98,3.152,NA,34,85.008
99,2.939,NA,34,87.947
100,3.507,NA,34,91.454
101,3.711,NA,34,95.165
102,3.815,38,38,98.98
103,2.842,NA,38,101.822
104,2.993,NA,38,104.815
105,3.334,NA,38,108.149
106,3.296,NA,38,111.445
107,3.6,NA,38,115.045
108,2.685,NA,38,117.73
109,3.046,39,39,120.776
110,2.995,NA,39,123.771
111,2.745,NA,39,126.516
112,2.302,NA,39,128.818
113,1.691,NA,39,130.509
114,1.574,NA,39,132.083
115,1.383,NA,39,133.466
116,1.601,44,44,135.067
117,2.18,NA,44,137.247
118,1.988,NA,44,139.235
119,2.04,NA,44,141.275
120,2.132,NA,44,143.407
121,1.828,NA,44,145.235
122,1.738,NA,44,146.973
123,1.892,49,49,148.865
124,1.861,NA,49,150.726
125,2.108,NA,49,152.834
126,2.892,NA,49,155.726
127,2.072,NA,49,157.798
128,2.184,NA,49,159.982
129,2.272,NA,49,162.254
130,2.241,NA,49,164.495
131,1.977,54,54,166.472
132,1.609,NA,54,168.081
133,2.53,NA,54,170.611
134,1.874,NA,54,172.485
135,2.387,NA,54,174.872
136,2.016,NA,54,176.888
137,1.711,NA,54,178.599
138,2.025,62,62,180.624
139,1.976,NA,62,182.6
140,2.05,NA,62,184.65
141,1.651,NA,62,186.301
142,2.813,NA,62,189.114
143,1.254,NA,62,190.368
144,2.456,64,64,192.824
145,2.218,NA,64,195.042
146,2.007,NA,64,197.049
147,2.544,NA,64,199.593
148,1.847,NA,64,201.44
149,2.577,NA,64,204.017
150,2.878,NA,64,206.895
151,2.361,72,72,209.256
152,3.021,NA,72,212.277
153,2.465,NA,72,214.742
154,2.222,NA,72,216.964
155,3.04,NA,72,220.004
156,2.782,NA,72,222.786
157,2.598,NA,72,225.384
158,2.555,79,79,227.939
159,2.988,NA,79,230.927
160,3.145,NA,79,234.072
161,2.739,NA,79,236.811
162,3.608,NA,79,240.419
163,2.975,NA,79,243.394
164,2.698,NA,79,246.092
165,3.322,87,87,249.414
166,2.497,NA,87,251.911
167,2.671,NA,87,254.582
168,3.77,NA,87,258.352
169,2.962,NA,87,261.314
170,3.055,NA,87,264.369
171,3.468,NA,87,267.837
172,3.44,95,95,271.277
173,1.615,NA,95,272.892
174,2.307,NA,95,275.199
175,2.941,NA,95,278.14
176,2.853,NA,95,280.993
177,1.455,NA,95,282.448
178,2.812,NA,95,285.26
179,3.047,100,100,288.307
180,3.754,NA,100,292.061
181,3.832,NA,100,295.893
182,2.148,NA,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
,,,100,298.041
209,,,100,298.041
