Age ,Feed Intake,Weight NA,Weight,CFI
67,2.975,29,29,2.975
68,2.392,NA,29,5.367
69,3.549,NA,29,8.916
70,2.98,NA,29,11.896
71,1.409,NA,29,13.305
72,2.128,NA,29,15.433
73,2.678,NA,29,18.111
74,2.5,31,31,20.611
75,3.219,NA,31,23.83
76,2.933,NA,31,26.763
77,1.671,NA,31,28.434
78,4.264,NA,31,32.698
79,3.748,NA,31,36.446
80,2.581,NA,31,39.027
81,2.757,37,37,41.784
82,3.153,NA,37,44.937
83,2.706,NA,37,47.643
84,2.421,NA,37,50.064
85,2.824,NA,37,52.888
86,3.75,NA,37,56.638
87,0.912,NA,37,57.55
88,4.911,NA,37,62.461
89,3.168,NA,37,65.629
90,4.507,NA,37,70.136
91,3.13,NA,37,73.266
92,3.186,NA,37,76.452
93,3.483,NA,37,79.935
94,3.324,NA,37,83.259
95,2.707,NA,37,85.966
96,3.194,NA,37,89.16
97,2.205,NA,37,91.365
98,4.252,NA,37,95.617
99,2.403,NA,37,98.02
100,2.619,NA,37,100.639
101,3.442,NA,37,104.081
102,3.258,50,50,107.339
103,3.75,NA,50,111.089
104,3.431,NA,50,114.52
105,2.614,NA,50,117.134
106,2.213,NA,50,119.347
107,3.771,NA,50,123.118
108,2.77,NA,50,125.888
109,2.508,50,50,128.396
110,3.755,NA,50,132.151
111,2.207,NA,50,134.358
112,3.595,NA,50,137.953
113,3.585,NA,50,141.538
114,2.669,NA,50,144.207
115,2.926,NA,50,147.133
116,1.486,53,53,148.619
117,1.612,NA,53,150.231
118,1.493,NA,53,151.724
119,1.504,NA,53,153.228
120,1.359,NA,53,154.587
121,1.859,NA,53,156.446
122,1.661,NA,53,158.107
123,1.22,57,57,159.327
124,1.567,NA,57,160.894
125,1.91,NA,57,162.804
126,1.912,NA,57,164.716
127,1.893,NA,57,166.609
128,1.402,NA,57,168.011
129,1.752,NA,57,169.763
130,1.921,NA,57,171.684
131,2.225,63,63,173.909
132,1.68,NA,63,175.589
133,2.031,NA,63,177.62
134,1.669,NA,63,179.289
135,1.905,NA,63,181.194
136,2.36,NA,63,183.554
137,2.291,NA,63,185.845
138,2.407,70,70,188.252
139,1.646,NA,70,189.898
140,1.178,NA,70,191.076
141,1.775,NA,70,192.851
142,1.616,NA,70,194.467
143,1.38,NA,70,195.847
144,1.27,72,72,197.117
145,1.11,NA,72,198.227
146,2.209,NA,72,200.436
147,1.452,NA,72,201.888
148,0.25,NA,72,202.138
149,1.087,NA,72,203.225
150,0.77,NA,72,203.995
151,2.512,71,71,206.507
152,0.529,NA,71,207.036
153,1.075,NA,71,208.111
154,0.733,NA,71,208.844
155,1.678,NA,71,210.522
156,2.576,NA,71,213.098
157,2.425,NA,71,215.523
158,2.719,79,79,218.242
159,2.225,NA,79,220.467
160,2.278,NA,79,222.745
161,2.601,NA,79,225.346
162,3.481,NA,79,228.827
163,2.607,NA,79,231.434
164,2.172,NA,79,233.606
165,2.755,87,87,236.361
166,3.32,NA,87,239.681
167,2.918,NA,87,242.599
168,2.778,NA,87,245.377
169,2.889,NA,87,248.266
170,3.419,NA,87,251.685
171,2.356,NA,87,254.041
172,2.523,98,98,256.564
173,3.319,NA,98,259.883
174,2.656,NA,98,262.539
175,2.989,NA,98,265.528
176,2.683,NA,98,268.211
177,1.047,NA,98,269.258
178,2.101,NA,98,271.359
179,1.756,102,102,273.115
180,3.795,NA,102,276.91
181,2.418,NA,102,279.328
182,2.452,NA,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
,,,102,281.78
209,,,102,281.78
