Age,Feed Intake,Weight NA,Weight,CFI
67,1.652,23,23,1.652
68,1.446,NA,23,3.098
69,1.869,NA,23,4.967
70,1.622,NA,23,6.589
71,1.888,NA,23,8.477
72,1.881,NA,23,10.358
73,1.9,NA,23,12.258
74,2.071,28,28,14.329
75,2.04,NA,28,16.369
76,2.14,NA,28,18.509
77,2.249,NA,28,20.758
78,2.142,NA,28,22.9
79,2.377,NA,28,25.277
80,2.408,NA,28,27.685
81,1.94,30,30,29.625
82,2.018,NA,30,31.643
83,2.606,NA,30,34.249
84,2.115,NA,30,36.364
85,2.394,NA,30,38.758
86,2.136,NA,30,40.894
87,2.17,NA,30,43.064
88,2.276,37,37,45.34
89,2.373,NA,37,47.713
90,2.472,NA,37,50.185
91,2.693,NA,37,52.878
92,2.882,NA,37,55.76
93,2.914,NA,37,58.674
94,2.631,NA,37,61.305
95,2.436,NA,37,63.741
96,2.292,NA,37,66.033
97,3.115,NA,37,69.148
98,2.311,NA,37,71.459
99,2.125,NA,37,73.584
100,2.999,NA,37,76.583
101,2.717,NA,37,79.3
102,2.302,48,48,81.602
103,1.687,NA,48,83.289
104,1.995,NA,48,85.284
105,0.787,NA,48,86.071
106,0.95,NA,48,87.021
107,0.868,NA,48,87.889
108,0.891,NA,48,88.78
109,0.296,52,52,89.076
110,0.811,NA,52,89.887
111,1.752,NA,52,91.639
112,1.651,NA,52,93.29
113,1.683,NA,52,94.973
114,1.805,NA,52,96.778
115,2.061,NA,52,98.839
116,0.161,47,47,99
117,0.075,NA,47,99.075
118,0.503,NA,47,99.578
119,0.759,NA,47,100.337
120,1.133,NA,47,101.47
121,1.315,NA,47,102.785
122,1.495,NA,47,104.28
123,1.888,51,51,106.168
124,1.898,NA,51,108.066
125,2.154,NA,51,110.22
126,2.232,NA,51,112.452
127,1.743,NA,51,114.195
128,1.556,NA,51,115.751
129,1.65,NA,51,117.401
130,1.173,NA,51,118.574
131,1.905,55,55,120.479
132,1.79,NA,55,122.269
133,1.579,NA,55,123.848
134,2.095,NA,55,125.943
135,2.276,NA,55,128.219
136,1.74,NA,55,129.959
137,2.286,NA,55,132.245
138,2.324,60,60,134.569
139,2.213,NA,60,136.782
140,2.174,NA,60,138.956
141,2.324,NA,60,141.28
142,1.945,NA,60,143.225
143,2.27,NA,60,145.495
144,2.401,65,65,147.896
145,2.768,NA,65,150.664
146,2.324,NA,65,152.988
147,2.538,NA,65,155.526
148,2.094,NA,65,157.62
149,2.278,NA,65,159.898
150,2.368,NA,65,162.266
151,2.159,72,72,164.425
152,2.721,NA,72,167.146
153,2.22,NA,72,169.366
154,2.109,NA,72,171.475
155,2.428,NA,72,173.903
156,2.295,NA,72,176.198
157,2.268,NA,72,178.466
158,2.774,77,77,181.24
159,2.713,NA,77,183.953
160,2.248,NA,77,186.201
161,2.485,NA,77,188.686
162,2.658,NA,77,191.344
163,2.347,NA,77,193.691
164,2.712,NA,77,196.403
165,2.755,85,85,199.158
166,2.683,NA,85,201.841
167,2.747,NA,85,204.588
168,2.967,NA,85,207.555
169,2.217,NA,85,209.772
170,2.69,NA,85,212.462
171,2.52,NA,85,214.982
172,2.112,92,92,217.094
173,2.495,NA,92,219.589
174,2.664,NA,92,222.253
175,2.078,NA,92,224.331
176,2.61,NA,92,226.941
177,1.39,NA,92,228.331
178,2.231,NA,92,230.562
179,1.747,97,97,232.309
180,3.316,NA,97,235.625
181,2.987,NA,97,238.612
182,2.381,NA,97,240.993
183,3.498,NA,97,244.491
184,2.988,NA,97,247.479
185,3.163,NA,97,250.642
186,0.654,107,107,251.296
187,0.885,NA,107,252.181
188,1.548,NA,107,253.729
189,2.754,NA,107,256.483
190,2.862,NA,107,259.345
191,2.961,NA,107,262.306
192,2.612,NA,107,264.918
193,2.995,113,113,267.913
194,1.335,NA,113,269.248
,,,113,269.248
,,,113,269.248
,,,113,269.248
,,,113,269.248
,,,113,269.248
,,,113,269.248
,,,113,269.248
,,,113,269.248
,,,113,269.248
,,,113,269.248
,,,113,269.248
,,,113,269.248
,,,113,269.248
,,,113,269.248
209,,,113,269.248
