Age,Feed Intake,Weight NA,Weight,CFI
67,1.654,24,24,1.654
68,2.087,NA,24,3.741
69,1.117,NA,24,4.858
70,1.908,NA,24,6.766
71,2.036,NA,24,8.802
72,1.302,NA,24,10.104
73,1.837,NA,24,11.941
74,2.108,27,27,14.049
75,1.268,NA,27,15.317
76,1.929,NA,27,17.246
77,1.653,NA,27,18.899
78,1.011,NA,27,19.91
79,1.099,NA,27,21.009
80,1.691,NA,27,22.7
81,1.463,31,31,24.163
82,1.844,NA,31,26.007
83,1.727,NA,31,27.734
84,1.311,NA,31,29.045
85,1.445,NA,31,30.49
86,1.212,NA,31,31.702
87,1.913,NA,31,33.615
88,2.454,35,35,36.069
89,2.261,NA,35,38.33
90,2.367,NA,35,40.697
91,1.549,NA,35,42.246
92,2.419,NA,35,44.665
93,1.581,NA,35,46.246
94,0.679,NA,35,46.925
95,0.881,NA,35,47.806
96,1.409,NA,35,49.215
97,1.475,NA,35,50.69
98,1.411,NA,35,52.101
99,2.028,NA,35,54.129
100,0.187,NA,35,54.316
101,1.434,NA,35,55.75
102,2.056,41,41,57.806
103,1.704,NA,41,59.51
104,2.124,NA,41,61.634
105,2.606,NA,41,64.24
106,1.948,NA,41,66.188
107,2.502,NA,41,68.69
108,2.258,NA,41,70.948
109,2.111,42,42,73.059
110,1.677,NA,42,74.736
111,1.662,NA,42,76.398
112,1.498,NA,42,77.896
113,1.445,NA,42,79.341
114,0.673,NA,42,80.014
115,1.124,NA,42,81.138
116,1.522,48,48,82.66
117,2.068,NA,48,84.728
118,1.932,NA,48,86.66
119,2.056,NA,48,88.716
120,2.29,NA,48,91.006
121,2.122,NA,48,93.128
122,1.885,NA,48,95.013
123,1.971,52,52,96.984
124,2.068,NA,52,99.052
125,2.325,NA,52,101.377
126,1.577,NA,52,102.954
127,1.865,NA,52,104.819
128,1.445,NA,52,106.264
129,2.131,NA,52,108.395
130,2.1,NA,52,110.495
131,2.076,58,58,112.571
132,1.983,NA,58,114.554
133,2.141,NA,58,116.695
134,1.931,NA,58,118.626
135,1.848,NA,58,120.474
136,2.25,NA,58,122.724
137,1.827,NA,58,124.551
138,2.27,65,65,126.821
139,1.515,NA,65,128.336
140,1.405,NA,65,129.741
141,1.775,NA,65,131.516
142,1.303,NA,65,132.819
143,1.989,NA,65,134.808
144,1.463,66,66,136.271
145,1.403,NA,66,137.674
146,1.955,NA,66,139.629
147,2.011,NA,66,141.64
148,1.615,NA,66,143.255
149,1.138,NA,66,144.393
150,1.229,NA,66,145.622
151,2.74,67,67,148.362
152,1.186,NA,67,149.548
153,1.903,NA,67,151.451
154,1.917,NA,67,153.368
155,3.203,NA,67,156.571
156,2.915,NA,67,159.486
157,2.508,NA,67,161.994
158,2.687,76,76,164.681
159,3.706,NA,76,168.387
160,2.357,NA,76,170.744
161,3.59,NA,76,174.334
162,3.329,NA,76,177.663
163,3.428,NA,76,181.091
164,2.863,NA,76,183.954
165,3.011,85,85,186.965
166,3.15,NA,85,190.115
167,2.625,NA,85,192.74
168,3.501,NA,85,196.241
169,4.655,NA,85,200.896
170,3.151,NA,85,204.047
171,2.794,NA,85,206.841
172,2.474,97,97,209.315
173,3.791,NA,97,213.106
174,2.816,NA,97,215.922
175,3.335,NA,97,219.257
176,4.2,NA,97,223.457
177,1.067,NA,97,224.524
178,2.571,NA,97,227.095
179,3.027,102,102,230.122
180,3.114,NA,102,233.236
181,3.345,NA,102,236.581
182,2.274,NA,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
,,,102,238.855
209,,,102,238.855
