int(self),pig_5(0).sex,pig_5(0).ID,pig_5(0).age,pig_5(0).daily_feed_intake,pig_5(0).weight,pig_5(0).cumulative_feed_intake
0,Male,5,36,3.263538382985672,29.02862493334322,89.62757113761931
0,Male,5,37,2.77044874848551,29.02862493334322,92.39801988610482
0,Male,5,38,2.6323952355318854,29.02862493334322,95.03041512163671
0,Male,5,39,2.1217389769605846,29.02862493334322,97.1521540985973
0,Male,5,40,1.9028616634137359,29.02862493334322,99.05501576201102
0,Male,5,41,2.78256695086307,29.02862493334322,101.8375827128741
0,Male,5,42,1.8954261728729502,31.899921102450993,103.73300888574704
0,Male,5,43,2.6601087140186777,31.899921102450993,106.39311759976572
0,Male,5,44,2.7559913631133086,31.899921102450993,109.14910896287903
0,Male,5,45,2.4562685251774323,31.899921102450993,111.60537748805646
0,Male,5,46,3.2661108059920836,31.899921102450993,114.87148829404855
0,Male,5,47,3.4479964713293256,31.899921102450993,118.31948476537787
0,Male,5,48,2.859310870475791,31.899921102450993,121.17879563585366
0,Male,5,49,1.1641461023269846,35.65013650088783,122.34294173818064
0,Male,5,50,1.1639340339611077,35.65013650088783,123.50687577214175
0,Male,5,51,1.2504547855329275,35.65013650088783,124.75733055767468
0,Male,5,52,1.0665751411945115,35.65013650088783,125.82390569886918
0,Male,5,53,3.539280424145031,35.65013650088783,129.3631861230142
0,Male,5,54,3.8001730763839854,35.65013650088783,133.1633591993982
0,Male,5,55,1.6133049314110681,35.65013650088783,134.77666413080928
0,Male,5,56,3.024959831954879,39.65632195880173,137.80162396276415
0,Male,5,57,3.957322766460413,39.65632195880173,141.75894672922456
0,Male,5,58,2.2594023201896603,39.65632195880173,144.0183490494142
0,Male,5,59,3.4131951671959007,39.65632195880173,147.43154421661012
0,Male,5,60,3.1686127162371225,39.65632195880173,150.60015693284726
0,Male,5,61,1.5236753320703296,39.65632195880173,152.12383226491758
0,Male,5,62,2.678569564295611,39.65632195880173,154.80240182921318
0,Male,5,63,3.159300069974903,45.1654308629634,157.96170189918809
0,Male,5,64,3.128027905742088,45.1654308629634,161.0897298049302
0,Male,5,65,3.372583837749338,45.1654308629634,164.46231364267953
0,Male,5,66,2.0831899554654436,45.1654308629634,166.545503598145
0,Male,5,67,1.5426538235859224,45.1654308629634,168.0881574217309
0,Male,5,68,2.258578080592909,45.1654308629634,170.3467355023238
0,Male,5,69,2.8924710422970765,45.1654308629634,173.23920654462088
0,Male,5,70,0.8657378326761895,52.19965830101072,174.10494437729707
0,Male,5,71,0.7611717632263018,52.19965830101072,174.8661161405234
0,Male,5,72,0.7994926541912863,52.19965830101072,175.66560879471467
0,Male,5,73,1.8700319376046917,52.19965830101072,177.53564073231937
0,Male,5,74,3.728176371323915,52.19965830101072,181.26381710364328
0,Male,5,75,2.9699360517425166,52.19965830101072,184.23375315538578
0,Male,5,76,1.411640204441279,52.19965830101072,185.64539335982707
0,Male,5,77,2.0975211410440324,60.149405944781776,187.7429145008711
0,Male,5,78,2.0743687345737056,60.149405944781776,189.81728323544482
0,Male,5,79,3.9736101663441445,60.149405944781776,193.79089340178896
0,Male,5,80,2.5676893574539807,60.149405944781776,196.35858275924295
0,Male,5,81,2.89762819218918,60.149405944781776,199.25621095143214
0,Male,5,82,3.13890970963268,60.149405944781776,202.39512066106482
0,Male,5,83,0.9427919768109615,60.149405944781776,203.33791263787577
0,Male,5,84,0.9290029679556064,70.67521005999645,204.26691560583137
0,Male,5,85,0.5256001779729249,70.67521005999645,204.7925157838043
0,Male,5,86,3.391247754755173,70.67521005999645,208.18376353855948
0,Male,5,87,1.5487134590077594,70.67521005999645,209.73247699756723
0,Male,5,88,3.6993803461034522,70.67521005999645,213.43185734367069
0,Male,5,89,3.4975522486292308,70.67521005999645,216.92940959229992
0,Male,5,90,3.043608863284602,70.67521005999645,219.9730184555845
0,Male,5,91,3.41279347914239,84.40508812031541,223.3858119347269
0,Male,5,92,3.6691696099221174,84.40508812031541,227.054981544649
0,Male,5,93,2.343578301410422,84.40508812031541,229.3985598460594
0,Male,5,94,3.5034306711342946,84.40508812031541,232.9019905171937
0,Male,5,95,2.6096000366686822,84.40508812031541,235.5115905538624
0,Male,5,96,3.066144389602556,84.40508812031541,238.57773494346495
0,Male,5,97,1.2804851820976544,84.40508812031541,239.8582201255626
0,Male,5,98,1.0636931149960875,103.56045429312847,240.9219132405587
0,Male,5,99,1.6043768848784543,103.56045429312847,242.52629012543716
0,Male,5,100,1.0518505325163268,103.56045429312847,243.5781406579535
0,Male,5,101,3.1738661044931487,103.56045429312847,246.75200676244665
0,Male,5,102,2.429927254472819,103.56045429312847,249.18193401691948
0,Male,5,103,1.4949251067461184,103.56045429312847,250.6768591236656
0,Male,5,104,1.743928806420111,103.56045429312847,252.4207879300857
0,Male,5,105,2.8261529684322984,127.8895509061614,255.246940898518
0,Male,5,106,2.5070202997298128,127.8895509061614,257.7539611982478
0,Male,5,107,2.733681690112224,127.8895509061614,260.48764288836
0,Male,5,108,1.9678156040285264,127.8895509061614,262.4554584923886
0,Male,5,109,0.8491461544591385,127.8895509061614,263.30460464684774
0,Male,5,110,2.583750470557775,127.8895509061614,265.8883551174055
0,Male,5,111,2.9557229434595262,127.8895509061614,268.84407806086506
0,Male,5,112,1.8529445028665066,161.2690212528247,270.6970225637316
0,Male,5,113,1.976087169384308,161.2690212528247,272.6731097331159
0,Male,5,114,3.6569101392110337,161.2690212528247,276.33001987232694
0,Male,5,115,3.8461919075854243,161.2690212528247,280.17621177991236
0,Male,5,116,3.6214222822383806,161.2690212528247,283.79763406215073
0,Male,5,117,1.5152239184744154,161.2690212528247,285.31285798062515
0,Male,5,118,3.7332043132572847,161.2690212528247,289.0460622938824
0,Male,5,119,3.914880842106486,209.97054082366392,292.9609431359889
0,Male,5,120,3.978941528008267,209.97054082366392,296.93988466399713
0,Male,5,121,2.5764271587092273,209.97054082366392,299.51631182270637
0,Male,5,122,1.8741820727326959,209.97054082366392,301.3904938954391
0,Male,5,123,0.9146160672934943,209.97054082366392,302.30510996273256
0,Male,5,124,1.0497132616353262,209.97054082366392,303.35482322436786
0,Male,5,125,1.3844039935532362,209.97054082366392,304.7392272179211
0,Male,5,126,2.502616105562363,279.10185414654745,307.24184332348347
0,Male,5,127,2.914578720082041,279.10185414654745,310.1564220435655
0,Male,5,128,1.9344906672898081,279.10185414654745,312.0909127108553
0,Male,5,129,0.6862553224530724,279.10185414654745,312.7771680333084
0,Male,5,130,3.2976326006554184,279.10185414654745,316.0748006339638
0,Male,5,131,0.6486954331517865,279.10185414654745,316.72349606711555
0,Male,5,132,1.4916505612722883,279.10185414654745,318.21514662838786
0,Male,5,133,2.611236019629139,377.4060185104348,320.826382648017
0,Male,5,134,1.953513544024145,377.4060185104348,322.7798961920411
0,Male,5,135,3.595923289959966,377.4060185104348,326.3758194820011
0,Male,5,136,2.7669267131882602,377.4060185104348,329.1427461951893
0,Male,5,137,1.5989694243939638,377.4060185104348,330.74171561958326
0,Male,5,138,3.2379228976485717,377.4060185104348,333.9796385172318
0,Male,5,139,2.97781808769415,377.4060185104348,336.957456604926
0,Male,5,140,2.722490080770392,526.4157353303025,339.6799466856964
0,Male,5,141,2.6935217211036937,526.4157353303025,342.3734684068001
0,Male,5,142,2.3709546872244465,526.4157353303025,344.74442309402457
