int(self),pig_14(0).sex,pig_14(0).ID,pig_14(0).age,pig_14(0).daily_feed_intake,pig_14(0).weight,pig_14(0).cumulative_feed_intake
0,Male,14,51,2.346809176981532,34.16962493238859,120.88984337293059
0,Male,14,52,0.5813260020206632,34.16962493238859,121.47116937495124
0,Male,14,53,3.617828541932064,34.16962493238859,125.08899791688332
0,Male,14,54,1.5112155909683096,34.16962493238859,126.60021350785162
0,Male,14,55,3.0438118760376103,34.16962493238859,129.64402538388924
0,Male,14,56,3.642229214397814,38.035144562861,133.28625459828706
0,Male,14,57,1.987793878496717,38.035144562861,135.27404847678378
0,Male,14,58,2.2702642350163798,38.035144562861,137.54431271180016
0,Male,14,59,2.512940752660238,38.035144562861,140.0572534644604
0,Male,14,60,2.9198690179361924,38.035144562861,142.97712248239657
0,Male,14,61,3.2259254394687553,38.035144562861,146.20304792186533
0,Male,14,62,1.304647827565975,38.035144562861,147.50769574943132
0,Male,14,63,1.2189098155200067,42.94967310944834,148.7266055649513
0,Male,14,64,2.0030046339496987,42.94967310944834,150.729610198901
0,Male,14,65,1.8478494146728037,42.94967310944834,152.5774596135738
0,Male,14,66,0.6043924597179767,42.94967310944834,153.1818520732918
0,Male,14,67,1.827016745836479,42.94967310944834,155.00886881912828
0,Male,14,68,2.825646682868517,42.94967310944834,157.8345155019968
0,Male,14,69,2.6846895061845855,42.94967310944834,160.5192050081814
0,Male,14,70,2.801498524688106,48.416090306391546,163.3207035328695
0,Male,14,71,0.9483484444764441,48.416090306391546,164.26905197734592
0,Male,14,72,3.5920030272889245,48.416090306391546,167.86105500463484
0,Male,14,73,1.5113985269372059,48.416090306391546,169.37245353157203
0,Male,14,74,3.219937469061705,48.416090306391546,172.59239100063374
0,Male,14,75,3.5772030185680763,48.416090306391546,176.1695940192018
0,Male,14,76,2.025695870359442,48.416090306391546,178.19528988956125
0,Male,14,77,3.6972847019583472,55.61316457281015,181.8925745915196
0,Male,14,78,3.188144791750593,55.61316457281015,185.0807193832702
0,Male,14,79,2.756385927510956,55.61316457281015,187.83710531078117
0,Male,14,80,2.9306284781739707,55.61316457281015,190.76773378895513
0,Male,14,81,0.6460764434710802,55.61316457281015,191.41381023242621
0,Male,14,82,3.6361065053981716,55.61316457281015,195.0499167378244
0,Male,14,83,2.3117614656464744,55.61316457281015,197.36167820347086
0,Male,14,84,1.9156950444107885,65.31039175894236,199.27737324788166
0,Male,14,85,1.2575722936640017,65.31039175894236,200.53494554154565
0,Male,14,86,3.3034925875633765,65.31039175894236,203.83843812910902
0,Male,14,87,0.8565613538098734,65.31039175894236,204.6949994829189
0,Male,14,88,2.810450201665852,65.31039175894236,207.50544968458473
0,Male,14,89,2.7584467532819654,65.31039175894236,210.2638964378667
0,Male,14,90,0.6503763280601009,65.31039175894236,210.9142727659268
0,Male,14,91,1.078181261476141,77.04455299975635,211.99245402740294
0,Male,14,92,3.2244257983648192,77.04455299975635,215.21687982576776
0,Male,14,93,3.8969821933794964,77.04455299975635,219.11386201914726
0,Male,14,94,3.87693580045098,77.04455299975635,222.99079781959824
0,Male,14,95,1.057914826903272,77.04455299975635,224.0487126465015
0,Male,14,96,1.1851131902836487,77.04455299975635,225.23382583678517
0,Male,14,97,2.227854798938179,77.04455299975635,227.46168063572335
0,Male,14,98,1.1026984881328974,92.49418411517433,228.56437912385624
0,Male,14,99,2.276386716785743,92.49418411517433,230.84076584064198
0,Male,14,100,0.6351885442539209,92.49418411517433,231.47595438489589
0,Male,14,101,1.7286540660979859,92.49418411517433,233.20460845099387
0,Male,14,102,1.510084503563343,92.49418411517433,234.71469295455722
0,Male,14,103,2.3824608871127215,92.49418411517433,237.09715384166995
0,Male,14,104,2.3874169354371126,92.49418411517433,239.48457077710705
0,Male,14,105,3.2101471378417576,111.67700504718874,242.6947179149488
0,Male,14,106,3.7494403283150715,111.67700504718874,246.44415824326387
0,Male,14,107,1.3961787024787675,111.67700504718874,247.84033694574265
0,Male,14,108,2.775105868863258,111.67700504718874,250.6154428146059
0,Male,14,109,3.6450917954834,111.67700504718874,254.2605346100893
0,Male,14,110,2.7886854061092468,111.67700504718874,257.04922001619855
0,Male,14,111,0.8774650580656096,111.67700504718874,257.9266850742641
0,Male,14,112,3.6232230524657165,138.5770232279002,261.54990812672986
0,Male,14,113,3.0434468530234566,138.5770232279002,264.5933549797533
0,Male,14,114,1.498210700199304,138.5770232279002,266.0915656799526
0,Male,14,115,1.0026962963857944,138.5770232279002,267.09426197633843
0,Male,14,116,1.6163097470114913,138.5770232279002,268.7105717233499
0,Male,14,117,3.4459763165110733,138.5770232279002,272.156548039861
0,Male,14,118,1.3798258689731207,138.5770232279002,273.5363739088341
0,Male,14,119,2.0950505739495,175.3371010094613,275.6314244827836
0,Male,14,120,2.8172717179575013,175.3371010094613,278.4486962007411
0,Male,14,121,1.8654351111143348,175.3371010094613,280.3141313118554
0,Male,14,122,1.656282889604539,175.3371010094613,281.97041420145996
0,Male,14,123,0.5531192376128307,175.3371010094613,282.52353343907276
0,Male,14,124,0.7837536931520985,175.3371010094613,283.3072871322249
0,Male,14,125,3.518150124823117,175.3371010094613,286.825437257048
0,Male,14,126,1.4442828404909802,225.19346416509018,288.269720097539
0,Male,14,127,3.4557932891709555,225.19346416509018,291.72551338670996
0,Male,14,128,0.9107562125552522,225.19346416509018,292.63626959926523
0,Male,14,129,3.531287299970171,225.19346416509018,296.1675568992354
0,Male,14,130,2.5393629615699114,225.19346416509018,298.70691986080533
0,Male,14,131,1.742684117962778,225.19346416509018,300.4496039787681
0,Male,14,132,2.18649685800416,225.19346416509018,302.63610083677224
0,Male,14,133,0.8021567549644304,296.0975011450475,303.43825759173666
0,Male,14,134,3.9402831021320166,296.0975011450475,307.3785406938687
0,Male,14,135,3.9967079335150864,296.0975011450475,311.37524862738377
0,Male,14,136,0.71256844317765,296.0975011450475,312.0878170705614
0,Male,14,137,2.4618978432689014,296.0975011450475,314.5497149138303
0,Male,14,138,2.52221508559041,296.0975011450475,317.0719299994207
0,Male,14,139,3.3287482573952007,296.0975011450475,320.4006782568159
0,Male,14,140,2.4244097966443436,400.807389084407,322.82508805346026
0,Male,14,141,1.0910105007435842,400.807389084407,323.91609855420387
0,Male,14,142,1.4896337749665924,400.807389084407,325.40573232917046
